Year,Week,Resort,VisitorDays,Bureau of Meteorology station number,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),Highest Lifted Point,Lowest Lifted Point,Skiable Area,Snow Making Area,Lifts
2022,4,Perisher,68311,71075,1.84,-2.93,1.8,2034m,1605m,1245ha,53.4ha,47
2022,5,Perisher,77499,71075,1.97,-5.66,0.71,2034m,1605m,1245ha,53.4ha,47
2022,6,Perisher,66744,71075,1.29,-5.26,1.86,2034m,1605m,1245ha,53.4ha,47
2022,7,Perisher,66904,71075,3.87,-2.17,0.49,2034m,1605m,1245ha,53.4ha,47
2022,8,Perisher,64587,71075,2.77,-3.36,1.4,2034m,1605m,1245ha,53.4ha,47
2022,9,Perisher,60980,71075,2.76,-3.83,1.51,2034m,1605m,1245ha,53.4ha,47
2022,10,Perisher,65991,71075,2.69,-2.31,2.91,2034m,1605m,1245ha,53.4ha,47
2022,11,Perisher,65880,71075,1.89,-3.5,1.71,2034m,1605m,1245ha,53.4ha,47
2022,12,Perisher,65716,71075,7.1,-2.2,1.11,2034m,1605m,1245ha,53.4ha,47
2022,13,Perisher,49749,71075,5.31,-4.96,0.6,2034m,1605m,1245ha,53.4ha,47
2022,14,Perisher,37395,71075,4.17,-1.3,3.69,2034m,1605m,1245ha,53.4ha,47
2022,15,Perisher,32777,71075,5.3,-0.93,1.14,2034m,1605m,1245ha,53.4ha,47
2023,1,Perisher,11226,71075,3,-2.2,1.51,2034m,1605m,1245ha,53.4ha,47
2023,2,Perisher,13577,71075,2.01,-2.77,1.34,2034m,1605m,1245ha,53.4ha,47
2023,3,Perisher,28654,71075,0.27,-2.69,1.94,2034m,1605m,1245ha,53.4ha,47
2023,4,Perisher,59114,71075,4.54,-1.66,1.31,2034m,1605m,1245ha,53.4ha,47
2023,5,Perisher,66365,71075,3.01,-1.43,1.17,2034m,1605m,1245ha,53.4ha,47
2023,6,Perisher,63478,71075,5.14,-2.64,0.26,2034m,1605m,1245ha,53.4ha,47
2023,7,Perisher,58267,71075,5.7,-4.63,0.51,2034m,1605m,1245ha,53.4ha,47
2023,8,Perisher,55647,71075,5.57,0.2,1.97,2034m,1605m,1245ha,53.4ha,47
2023,9,Perisher,52481,71075,6.59,-2.06,0.71,2034m,1605m,1245ha,53.4ha,47
2023,10,Perisher,54314,71075,4.06,-4.5,1.43,2034m,1605m,1245ha,53.4ha,47
2023,11,Perisher,53176,71075,6.81,-2.03,4.83,2034m,1605m,1245ha,53.4ha,47
2023,12,Perisher,45383,71075,7.51,-0.17,1.51,2034m,1605m,1245ha,53.4ha,47
2023,13,Perisher,30430,71075,9.81,-1.93,1.49,2034m,1605m,1245ha,53.4ha,47
2023,14,Perisher,19256,71075,3.9,-2.71,0.43,2034m,1605m,1245ha,53.4ha,47
2023,15,Perisher,13110,71075,6.97,-1.83,0.06,2034m,1605m,1245ha,53.4ha,47
2024,1,Perisher,7198,71075,3.66,-2.9,1.29,2034m,1605m,1245ha,53.4ha,47
2024,2,Perisher,9075,71075,2.13,-6.39,0.77,2034m,1605m,1245ha,53.4ha,47
2024,3,Perisher,12013,71075,3.14,-2.46,1.94,2034m,1605m,1245ha,53.4ha,47
2024,4,Perisher,26583,71075,3.09,-5.49,0.37,2034m,1605m,1245ha,53.4ha,47
2024,5,Perisher,60244,71075,4.73,-1.26,0.54,2034m,1605m,1245ha,53.4ha,47
2024,6,Perisher,64682,71075,0.59,-4.03,0.86,2034m,1605m,1245ha,53.4ha,47
2024,7,Perisher,60369,71075,3.6,-1.51,0.46,2034m,1605m,1245ha,53.4ha,47
2024,8,Perisher,57846,71075,3.26,-7.09,1.74,2034m,1605m,1245ha,53.4ha,47
2024,9,Perisher,62142,71075,4.73,-4.46,0,2034m,1605m,1245ha,53.4ha,47
2024,10,Perisher,55118,71075,7.77,-0.11,0.14,2034m,1605m,1245ha,53.4ha,47
2024,11,Perisher,49136,71075,6.3,0.09,4.2,2034m,1605m,1245ha,53.4ha,47
2024,12,Perisher,43382,71075,4.59,0.67,4.54,2034m,1605m,1245ha,53.4ha,47
2024,13,Perisher,23908,71075,7.99,-0.59,3,2034m,1605m,1245ha,53.4ha,47
2024,14,Perisher,8244,71075,7.24,-0.73,0.77,2034m,1605m,1245ha,53.4ha,47
2024,15,Perisher,5336,71075,4.01,-2.96,2.8,2034m,1605m,1245ha,53.4ha,47
2014,1,Charlotte Pass,408,71032,4.71,-2,2.91,1955m,1760m,50ha,10ha,6
2014,2,Charlotte Pass,151,71032,2.66,-1.69,1.14,1955m,1760m,50ha,10ha,6
2014,3,Charlotte Pass,230,71032,-1.03,-4.11,0.6,1955m,1760m,50ha,10ha,6
2014,4,Charlotte Pass,1134,71032,-1.31,-4.36,0.07,1955m,1760m,50ha,10ha,6
2014,5,Charlotte Pass,3403,71032,-1.69,-5.19,0.43,1955m,1760m,50ha,10ha,6
2014,6,Charlotte Pass,4305,71032,-1.87,-5.41,0.51,1955m,1760m,50ha,10ha,6
2014,7,Charlotte Pass,3236,71032,1.26,-4.5,0.49,1955m,1760m,50ha,10ha,6
2014,8,Charlotte Pass,2901,71032,-0.83,-4.45,2.09,1955m,1760m,50ha,10ha,6
2014,9,Charlotte Pass,3391,71032,2.2,-4.63,0,1955m,1760m,50ha,10ha,6
2014,10,Charlotte Pass,3549,71032,1.51,-5.84,0.09,1955m,1760m,50ha,10ha,6
2014,11,Charlotte Pass,3608,71032,2.37,-4.26,2.77,1955m,1760m,50ha,10ha,6
2014,12,Charlotte Pass,3258,71032,3.96,-2.96,2.14,1955m,1760m,50ha,10ha,6
2014,13,Charlotte Pass,2837,71032,0.81,-5.46,1.34,1955m,1760m,50ha,10ha,6
2014,14,Charlotte Pass,1898,71032,3.96,-1.4,0.34,1955m,1760m,50ha,10ha,6
2014,15,Charlotte Pass,995,71032,2.63,-2.8,1.51,1955m,1760m,50ha,10ha,6
2015,1,Charlotte Pass,892,71032,7.53,-2.13,0.86,1955m,1760m,50ha,10ha,6
2015,2,Charlotte Pass,405,71032,2.16,-1.8,3.89,1955m,1760m,50ha,10ha,6
2015,3,Charlotte Pass,501,71032,6.7,-0.96,0.2,1955m,1760m,50ha,10ha,6
2015,4,Charlotte Pass,1303,71032,2.24,-5,0,1955m,1760m,50ha,10ha,6
2015,5,Charlotte Pass,2645,71032,0.27,-5.04,0.63,1955m,1760m,50ha,10ha,6
2015,6,Charlotte Pass,3211,71032,-1.87,-6.47,1.23,1955m,1760m,50ha,10ha,6
2015,7,Charlotte Pass,2996,71032,-0.8,-3.93,1.54,1955m,1760m,50ha,10ha,6
2015,8,Charlotte Pass,2661,71032,-0.41,-4.37,2.07,1955m,1760m,50ha,10ha,6
2015,9,Charlotte Pass,3148,71032,-2.01,-5.64,0.4,1955m,1760m,50ha,10ha,6
2015,10,Charlotte Pass,3473,71032,0.29,-4.74,0.23,1955m,1760m,50ha,10ha,6
2015,11,Charlotte Pass,3719,71032,2.14,-3.23,0.6,1955m,1760m,50ha,10ha,6
2015,12,Charlotte Pass,3358,71032,0.19,-3.99,4.11,1955m,1760m,50ha,10ha,6
2015,13,Charlotte Pass,2909,71032,1.06,-3.99,1.57,1955m,1760m,50ha,10ha,6
2015,14,Charlotte Pass,2403,71032,5.7,-2.31,0.17,1955m,1760m,50ha,10ha,6
2015,15,Charlotte Pass,1492,71032,4.47,-2.1,1.57,1955m,1760m,50ha,10ha,6
2016,1,Charlotte Pass,531,71032,3.74,-1.44,0.2,1955m,1760m,50ha,10ha,6
2016,2,Charlotte Pass,301,71032,2.69,-0.5,3.4,1955m,1760m,50ha,10ha,6
2016,3,Charlotte Pass,1096,71032,-2.61,-5.99,0.2,1955m,1760m,50ha,10ha,6
2016,4,Charlotte Pass,2705,71032,1.51,-3.81,0.49,1955m,1760m,50ha,10ha,6
2016,5,Charlotte Pass,3570,71032,-0.41,-2.89,2.51,1955m,1760m,50ha,10ha,6
2016,6,Charlotte Pass,3316,71032,4.41,-2.51,0.06,1955m,1760m,50ha,10ha,6
2016,7,Charlotte Pass,2689,71032,-0.06,-4.13,0.14,1955m,1760m,50ha,10ha,6
2016,8,Charlotte Pass,3038,71032,-0.11,-3.97,1.14,1955m,1760m,50ha,10ha,6
2016,9,Charlotte Pass,3384,71032,1.01,-4.86,0.34,1955m,1760m,50ha,10ha,6
2016,10,Charlotte Pass,3549,71032,2.07,-3.37,0.49,1955m,1760m,50ha,10ha,6
2016,11,Charlotte Pass,3259,71032,0.23,-3.36,2.74,1955m,1760m,50ha,10ha,6
2016,12,Charlotte Pass,2951,71032,0.73,-4.5,0.63,1955m,1760m,50ha,10ha,6
2016,13,Charlotte Pass,2070,71032,5.06,-1.34,2.54,1955m,1760m,50ha,10ha,6
2016,14,Charlotte Pass,1385,71032,4.67,-0.14,1.77,1955m,1760m,50ha,10ha,6
2016,15,Charlotte Pass,979,71032,1.97,-2.81,4.1,1955m,1760m,50ha,10ha,6
2017,1,Charlotte Pass,1030,71032,5.34,-1.3,0.2,1955m,1760m,50ha,10ha,6
2017,2,Charlotte Pass,478,71032,6.56,-1.39,0,1955m,1760m,50ha,10ha,6
2017,3,Charlotte Pass,842,71032,-0.26,-4.73,0.06,1955m,1760m,50ha,10ha,6
2017,4,Charlotte Pass,1923,71032,0.54,-4.93,3.11,1955m,1760m,50ha,10ha,6
2017,5,Charlotte Pass,3523,71032,-2.01,-5.2,0.2,1955m,1760m,50ha,10ha,6
2017,6,Charlotte Pass,4189,71032,-1.44,-4.85,1.89,1955m,1760m,50ha,10ha,6
2017,7,Charlotte Pass,3031,71032,-0.56,-4.71,1.89,1955m,1760m,50ha,10ha,6
2017,8,Charlotte Pass,2928,71032,0.86,-3.53,1.31,1955m,1760m,50ha,10ha,6
2017,9,Charlotte Pass,3290,71032,-0.51,-4.53,0.2,1955m,1760m,50ha,10ha,6
2017,10,Charlotte Pass,4046,71032,0.7,-1.79,1.43,1955m,1760m,50ha,10ha,6
2017,11,Charlotte Pass,3873,71032,-1.84,-6.17,0.71,1955m,1760m,50ha,10ha,6
2017,12,Charlotte Pass,3634,71032,-0.66,-7.57,0.46,1955m,1760m,50ha,10ha,6
2017,13,Charlotte Pass,2853,71032,0.41,-4.57,0,1955m,1760m,50ha,10ha,6
2017,14,Charlotte Pass,2669,71032,1.63,-3.23,0.54,1955m,1760m,50ha,10ha,6
2017,15,Charlotte Pass,1941,71032,3.43,-3.33,1.14,1955m,1760m,50ha,10ha,6
2018,1,Charlotte Pass,825,71032,0.37,-2.91,3,1955m,1760m,50ha,10ha,6
2018,2,Charlotte Pass,630,71032,-1.59,-5.79,2.74,1955m,1760m,50ha,10ha,6
2018,3,Charlotte Pass,1264,71032,1.61,-4.37,0.31,1955m,1760m,50ha,10ha,6
2018,4,Charlotte Pass,2062,71032,2.39,-3.41,1.74,1955m,1760m,50ha,10ha,6
2018,5,Charlotte Pass,3902,71032,-0.76,-5.74,1.09,1955m,1760m,50ha,10ha,6
2018,6,Charlotte Pass,5033,71032,-0.71,-5.47,1.94,1955m,1760m,50ha,10ha,6
2018,7,Charlotte Pass,3344,71032,-0.2,-5.61,2.29,1955m,1760m,50ha,10ha,6
2018,8,Charlotte Pass,3031,71032,0.39,-4.33,2.49,1955m,1760m,50ha,10ha,6
2018,9,Charlotte Pass,3522,71032,1.16,-3.4,0.5,1955m,1760m,50ha,10ha,6
2018,10,Charlotte Pass,3849,71032,-0.23,-4.46,2.54,1955m,1760m,50ha,10ha,6
2018,11,Charlotte Pass,3867,71032,-2.3,-6.94,0.26,1955m,1760m,50ha,10ha,6
2018,12,Charlotte Pass,3839,71032,0.89,-4.47,0.06,1955m,1760m,50ha,10ha,6
2018,13,Charlotte Pass,2943,71032,0.89,-4.59,1.63,1955m,1760m,50ha,10ha,6
2018,14,Charlotte Pass,2542,71032,6.29,-1.16,0,1955m,1760m,50ha,10ha,6
2018,15,Charlotte Pass,1688,71032,3.47,-3.54,0.8,1955m,1760m,50ha,10ha,6
2019,1,Charlotte Pass,1385,71032,3.16,0.26,0.4,1955m,1760m,50ha,10ha,6
2019,2,Charlotte Pass,700,71032,-0.74,-5.69,0.51,1955m,1760m,50ha,10ha,6
2019,3,Charlotte Pass,992,71032,3.7,-4.44,0.06,1955m,1760m,50ha,10ha,6
2019,4,Charlotte Pass,1904,71032,3.59,-4.07,0.23,1955m,1760m,50ha,10ha,6
2019,5,Charlotte Pass,3584,71032,-0.6,-3.7,2.86,1955m,1760m,50ha,10ha,6
2019,6,Charlotte Pass,3998,71032,-0.77,-5.27,0.97,1955m,1760m,50ha,10ha,6
2019,7,Charlotte Pass,3377,71032,2.26,-2.91,1.51,1955m,1760m,50ha,10ha,6
2019,8,Charlotte Pass,3318,71032,2.6,-4.01,0.54,1955m,1760m,50ha,10ha,6
2019,9,Charlotte Pass,3449,71032,-0.27,-4.17,2.6,1955m,1760m,50ha,10ha,6
2019,10,Charlotte Pass,3258,71032,0.36,-5.61,0.51,1955m,1760m,50ha,10ha,6
2019,11,Charlotte Pass,4333,71032,-0.13,-5,2.26,1955m,1760m,50ha,10ha,6
2019,12,Charlotte Pass,3980,71032,2.13,-6.27,0.43,1955m,1760m,50ha,10ha,6
2019,13,Charlotte Pass,3238,71032,4.1,-1.15,2.09,1955m,1760m,50ha,10ha,6
2019,14,Charlotte Pass,2733,71032,3.37,-3.43,0.97,1955m,1760m,50ha,10ha,6
2019,15,Charlotte Pass,2018,71032,5.19,-0.9,0.66,1955m,1760m,50ha,10ha,6
2020,1,Charlotte Pass,161,71032,4.09,-2.29,0.49,1955m,1760m,50ha,10ha,6
2020,2,Charlotte Pass,122,71032,2.6,-1.77,2.63,1955m,1760m,50ha,10ha,6
2020,3,Charlotte Pass,133,71032,1.1,-5.23,0.14,1955m,1760m,50ha,10ha,6
2020,4,Charlotte Pass,379,71032,0.41,-4.29,1.23,1955m,1760m,50ha,10ha,6
2020,5,Charlotte Pass,457,71032,1.57,-2.94,0.26,1955m,1760m,50ha,10ha,6
2020,6,Charlotte Pass,765,71032,0.06,-5.03,0.34,1955m,1760m,50ha,10ha,6
2020,7,Charlotte Pass,422,71032,2.64,-2.27,2.2,1955m,1760m,50ha,10ha,6
2020,8,Charlotte Pass,286,71032,3.37,-2.47,0.43,1955m,1760m,50ha,10ha,6
2020,9,Charlotte Pass,292,71032,-0.8,-5.31,1.4,1955m,1760m,50ha,10ha,6
2020,10,Charlotte Pass,176,71032,1.57,-2.4,5.17,1955m,1760m,50ha,10ha,6
2020,11,Charlotte Pass,0,71032,-2.6,-5.16,4,1955m,1760m,50ha,10ha,6
2020,12,Charlotte Pass,0,71032,0.39,-5.23,0.77,1955m,1760m,50ha,10ha,6
2020,13,Charlotte Pass,0,71032,4.81,-2.23,0.11,1955m,1760m,50ha,10ha,6
2020,14,Charlotte Pass,0,71032,6.43,-0.04,2.46,1955m,1760m,50ha,10ha,6
2020,15,Charlotte Pass,0,71032,8.7,2.99,2.63,1955m,1760m,50ha,10ha,6
2021,1,Charlotte Pass,323,71032,-0.12,-3.12,2.86,1955m,1760m,50ha,10ha,6
2021,2,Charlotte Pass,597,71032,0,-4.39,1.74,1955m,1760m,50ha,10ha,6
2021,3,Charlotte Pass,1307,71032,1.13,-4.03,0.89,1955m,1760m,50ha,10ha,6
2021,4,Charlotte Pass,2355,71032,-0.04,-3.61,0.97,1955m,1760m,50ha,10ha,6
2021,5,Charlotte Pass,3029,71032,0.59,-4.9,0,1955m,1760m,50ha,10ha,6
2021,6,Charlotte Pass,1219,71032,-1,-3.72,5.69,1955m,1760m,50ha,10ha,6
2021,7,Charlotte Pass,468,71032,-1.88,-4.66,6.33,1955m,1760m,50ha,10ha,6
2021,8,Charlotte Pass,1653,71032,-2.03,-4.13,4.47,1955m,1760m,50ha,10ha,6
2021,9,Charlotte Pass,1388,71032,1.64,-4.1,0.57,1955m,1760m,50ha,10ha,6
2021,10,Charlotte Pass,1036,71032,2.74,-1.36,1.68,1955m,1760m,50ha,10ha,6
2021,11,Charlotte Pass,1046,71032,1.9,-1.18,3.06,1955m,1760m,50ha,10ha,6
2021,12,Charlotte Pass,424,71032,0.96,-4.2,1.77,1955m,1760m,50ha,10ha,6
2021,13,Charlotte Pass,329,71032,4.2,-1.14,1.29,1955m,1760m,50ha,10ha,6
2021,14,Charlotte Pass,286,71032,3.14,-1.53,0.69,1955m,1760m,50ha,10ha,6
2021,15,Charlotte Pass,504,71032,2.37,-3.87,2.71,1955m,1760m,50ha,10ha,6
2022,1,Charlotte Pass,2109,71032,-0.69,-4.69,0.14,1955m,1760m,50ha,10ha,6
2022,2,Charlotte Pass,2110,71032,1.7,-3.39,3.89,1955m,1760m,50ha,10ha,6
2022,3,Charlotte Pass,2385,71032,1.51,-3.51,1.4,1955m,1760m,50ha,10ha,6
2022,4,Charlotte Pass,3705,71032,1.43,-4.57,0.37,1955m,1760m,50ha,10ha,6
2022,5,Charlotte Pass,4232,71032,-0.99,-5.37,0.31,1955m,1760m,50ha,10ha,6
2022,6,Charlotte Pass,3615,71032,-1.41,-6.66,1.2,1955m,1760m,50ha,10ha,6
2022,7,Charlotte Pass,3723,71032,1.1,-3.73,0.86,1955m,1760m,50ha,10ha,6
2022,8,Charlotte Pass,3536,71032,0.26,-5.11,0.83,1955m,1760m,50ha,10ha,6
2022,9,Charlotte Pass,3441,71032,0.1,-4.29,1.63,1955m,1760m,50ha,10ha,6
2022,10,Charlotte Pass,3634,71032,-0.07,-3.51,3.54,1955m,1760m,50ha,10ha,6
2022,11,Charlotte Pass,3603,71032,-0.53,-4.51,3.11,1955m,1760m,50ha,10ha,6
2022,12,Charlotte Pass,3644,71032,2.56,-3.4,0.6,1955m,1760m,50ha,10ha,6
2022,13,Charlotte Pass,2794,71032,3.44,-5.36,0.09,1955m,1760m,50ha,10ha,6
2022,14,Charlotte Pass,2038,71032,1.57,-3.27,5.06,1955m,1760m,50ha,10ha,6
2022,15,Charlotte Pass,1829,71032,2.03,-3,3.31,1955m,1760m,50ha,10ha,6
2023,1,Charlotte Pass,605,71032,0.86,-3.09,1.49,1955m,1760m,50ha,10ha,6
2023,2,Charlotte Pass,741,71032,-0.91,-4.19,0.77,1955m,1760m,50ha,10ha,6
2023,3,Charlotte Pass,1607,71032,-1.66,-4.57,3.74,1955m,1760m,50ha,10ha,6
2023,4,Charlotte Pass,3258,71032,0.73,-3.51,0.77,1955m,1760m,50ha,10ha,6
2023,5,Charlotte Pass,3688,71032,0.67,-3.01,1.71,1955m,1760m,50ha,10ha,6
2023,6,Charlotte Pass,3573,71032,3.21,-3.36,0.23,1955m,1760m,50ha,10ha,6
2023,7,Charlotte Pass,3165,71032,3.01,-4.11,0.17,1955m,1760m,50ha,10ha,6
2023,8,Charlotte Pass,3090,71032,3.56,-1.07,1.7,1955m,1760m,50ha,10ha,6
2023,9,Charlotte Pass,2884,71032,4.17,-2.11,0.21,1955m,1760m,50ha,10ha,6
2023,10,Charlotte Pass,2901,71032,1.03,-4.57,1.06,1955m,1760m,50ha,10ha,6
2023,11,Charlotte Pass,2949,71032,3.7,-2.2,3.4,1955m,1760m,50ha,10ha,6
2023,12,Charlotte Pass,2480,71032,4.5,-0.2,1.4,1955m,1760m,50ha,10ha,6
2023,13,Charlotte Pass,1650,71032,5.71,-5.38,1.6,1955m,1760m,50ha,10ha,6
2023,14,Charlotte Pass,1037,71032,5.28,-3.82,0.69,1955m,1760m,50ha,10ha,6
2023,15,Charlotte Pass,705,71032,4.85,-1.9,1.51,1955m,1760m,50ha,10ha,6
2024,1,Charlotte Pass,392,71032,1.76,-3.27,1,1955m,1760m,50ha,10ha,6
2024,2,Charlotte Pass,505,71032,-0.7,-6.07,0.17,1955m,1760m,50ha,10ha,6
2024,3,Charlotte Pass,677,71032,0.37,-3.56,1.94,1955m,1760m,50ha,10ha,6
2024,4,Charlotte Pass,1460,71032,-0.71,-6.5,0.06,1955m,1760m,50ha,10ha,6
2024,5,Charlotte Pass,3268,71032,2.23,-2.47,1.23,1955m,1760m,50ha,10ha,6
2024,6,Charlotte Pass,3602,71032,-1.63,-5.29,2.34,1955m,1760m,50ha,10ha,6
2024,7,Charlotte Pass,3271,71032,0.67,-4.16,0.77,1955m,1760m,50ha,10ha,6
2024,8,Charlotte Pass,3164,71032,-0.06,-7.54,0.66,1955m,1760m,50ha,10ha,6
2024,9,Charlotte Pass,3457,71032,2.34,-4.37,0,1955m,1760m,50ha,10ha,6
2024,10,Charlotte Pass,3084,71032,4.33,-0.84,0.6,1955m,1760m,50ha,10ha,6
2024,11,Charlotte Pass,2667,71032,3.5,-0.7,2.26,1955m,1760m,50ha,10ha,6
2024,12,Charlotte Pass,2392,71032,2.5,-1.17,2.23,1955m,1760m,50ha,10ha,6
2024,13,Charlotte Pass,1323,71032,4.61,-0.7,1.03,1955m,1760m,50ha,10ha,6
2024,14,Charlotte Pass,454,71032,5.86,-1.24,1.63,1955m,1760m,50ha,10ha,6
2024,15,Charlotte Pass,294,71032,0.87,-4.26,2.29,1955m,1760m,50ha,10ha,6
